UserID,City,State,Country,ZipCode,DegreeType,Major,GraduationDate,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany,MajorCategoryID
302082,Chicago,IL,US,60630,High School,Not Applicable,2006-06-01 00:00:00,8,6.0,Yes,No,0,0.0
303518,Palos Heights,IL,US,60463,High School,"Bertrand Russel, Los Olivos",1987-01-01 00:00:00,3,21.0,Yes,Yes,180,0.0
303601,Palatine,IL,US,60074,Bachelor's,Finance and Management,2007-05-01 00:00:00,2,8.0,,No,0,79.0
305620,Downers Grove,IL,US,60515,Associate's,,2003-05-01 00:00:00,2,13.0,,No,0,
306586,Skokie,IL,US,60076,Bachelor's,Justice Studies,2011-05-01 00:00:00,3,5.0,Yes,No,0,117.0
307951,Chicago,IL,US,60660,Bachelor's,Business Administration,2012-05-01 00:00:00,4,7.0,Yes,No,0,80.0
308929,Buffalo Grove,IL,US,60089,Associate's,,,5,21.0,,No,0,
309884,Naperville,IL,US,60540,Master's,,,7,26.0,,No,0,
311256,Elgin,IL,US,60124,,Business &amp; Human Resources,2004-01-01 00:00:00,6,13.0,Yes,Yes,4,49.0
315474,Schaumburg,IL,US,60194,,,,4,13.0,Yes,No,0,
317563,Loves Park,IL,US,61111,Associate's,,,3,6.0,,No,0,
317710,Calumet City,IL,US,60409,High School,Not Applicable,2005-01-01 00:00:00,3,10.0,Yes,No,0,0.0
318836,Waukegan,IL,US,60087,,,,0,,,No,0,
318853,Romeoville,IL,US,60446,,Medical Office Technology,,6,15.0,No,No,0,128.0
318996,Carpentersville,IL,US,60110,,,,6,15.0,Yes,No,0,
321647,Maywood,IL,US,60153,High School,Not Applicable,,5,9.0,No,No,0,0.0
321765,Machesney Park,IL,US,61115,High School,Not Applicable,2004-06-01 00:00:00,6,11.0,Yes,No,0,0.0
324435,East Carondelet,IL,US,62240,High School,Not Applicable,1992-01-01 00:00:00,3,16.0,No,No,0,0.0
324919,Chicago,IL,US,60644,Bachelor's,,2010-05-01 00:00:00,5,7.0,No,No,0,
327184,Romeoville,IL,US,60446,Bachelor's,Hospitality Management,2012-02-01 00:00:00,2,0.0,No,Yes,6,17.0
328322,Joliet,IL,US,60435,High School,Not Applicable,1994-01-01 00:00:00,4,15.0,No,No,0,0.0
331152,Loves Park,IL,US,61111,Bachelor's,Accounting,2008-12-01 00:00:00,5,6.0,Yes,No,0,44.0
331159,Wheeling,IL,US,60090,Bachelor's,Business Administration,2000-01-01 00:00:00,9,37.0,No,No,0,80.0
332881,La Grange Park,IL,US,60526,Bachelor's,Recreation & Park Administration,,9,22.0,Yes,Yes,36,80.0
333966,Sycamore,IL,US,60178,Bachelor's,Political Science,,4,11.0,,No,0,98.0
334579,Arlington Heights,IL,US,60004,Master's,,,6,19.0,Yes,No,0,
334884,Chicago,IL,US,60641,High School,General Studies,1996-06-01 00:00:00,2,13.0,No,No,0,117.0
335220,Calumet City,IL,US,60409,High School,Not Applicable,,3,5.0,No,No,0,0.0
338600,Forest Park,IL,US,60130,,Marketing and Business Management,1994-01-01 00:00:00,3,18.0,,No,0,21.0
339472,Waterloo,IL,US,62298,High School,Not Applicable,1992-08-01 00:00:00,4,21.0,No,No,0,0.0
342213,Lake Forest,IL,US,60045,Bachelor's,Politics,2012-05-01 00:00:00,4,3.0,Yes,No,0,0.0
344481,Lisle,IL,US,60532,Bachelor's,Marketing,2012-04-01 00:00:00,5,5.0,Yes,No,0,23.0
345288,Chicago,IL,US,60614,Bachelor's,Communications & Media,2011-07-01 00:00:00,6,4.0,,No,0,124.0
345423,Grayslake,IL,US,60030,Master's,Teaching,2009-08-01 00:00:00,9,9.0,Yes,No,0,112.0
346187,Rockford,IL,US,61109,,,2003-12-01 00:00:00,4,10.0,No,No,0,
347527,Bloomington,IL,US,61704,Master's,Mechanical Engineering,,3,5.0,,No,0,148.0
347572,Tinley Park,IL,US,60477,,,,3,9.0,,No,0,
347941,Chicago,IL,US,60606,Associate's,Applied Science/Accounting,,6,21.0,,No,0,98.0
348048,Mount Prospect,IL,US,60056,Bachelor's,Operations Management / Information Systems,2001-01-01 00:00:00,4,10.0,Yes,No,0,134.0
349026,Chicago,IL,US,60629,,,,3,24.0,,No,0,
349191,Arlington Heights,IL,US,60005,Master's,Counseling Psychology,2012-05-01 00:00:00,3,4.0,Yes,No,0,173.0
349493,Mascoutah,IL,US,62258,,Paralegal,2003-06-01 00:00:00,3,9.0,No,Yes,2,174.0
351614,Rockford,IL,US,61107,Bachelor's,mechanical,,4,12.0,Yes,Yes,10,148.0
352309,Chicago,IL,US,60638,Vocational,Administrative & Computer Software Specialization,2003-08-01 00:00:00,2,9.0,No,No,0,110.0
353182,Crystal Lake,IL,US,60014,High School,General Education,2009-05-01 00:00:00,5,7.0,No,No,0,131.0
353648,Chicago,IL,US,60659,Master's,MBA - Finance,2013-06-01 00:00:00,3,6.0,Yes,No,0,79.0
354768,Lynwood,IL,US,60411,Bachelor's,Technical Management,2012-02-01 00:00:00,4,21.0,,No,0,74.0
354925,Chicago,IL,US,60638,Bachelor's,Chemistry,2012-04-01 00:00:00,3,4.0,No,No,0,0.0
355388,Rockford,IL,US,61104,High School,Not Applicable,2003-01-01 00:00:00,4,6.0,Yes,No,0,0.0
356582,Chicago,IL,US,60610,Master's,Electrical & Computer Engineering,2008-05-01 00:00:00,1,3.0,Yes,No,0,179.0
360160,Calumet City,IL,US,60409,Bachelor's,Healthcare Management,,3,7.0,Yes,No,0,17.0
361744,Kankakee,IL,US,60901,Associate's,Criminal Justice,2011-01-01 00:00:00,0,,No,No,0,111.0
362047,Broadview,IL,US,60155,,,,2,6.0,,No,0,
362669,Chicago,IL,US,60617,Bachelor's,Chemistry,2010-12-01 00:00:00,3,8.0,Yes,No,0,0.0
366139,Naperville,IL,US,60540,High School,Not Applicable,2006-06-01 00:00:00,4,6.0,Yes,No,0,0.0
366636,Bolingbrook,IL,US,60490,High School,Not Applicable,1978-01-01 00:00:00,3,23.0,No,No,0,0.0
370167,Chicago,IL,US,60612,,Profit Accounting,1979-01-01 00:00:00,8,28.0,No,No,0,44.0
371844,Chicago,IL,US,60622,Bachelor's,Marketing,2005-01-01 00:00:00,2,6.0,Yes,No,0,23.0
372305,Woodridge,IL,US,60517,Master's,Finance and Human,2009-01-01 00:00:00,2,1.0,No,No,0,79.0
373036,Cary,IL,US,60013,Bachelor's,Career and Technical Education,2010-09-01 00:00:00,4,5.0,Yes,No,0,131.0
376965,Chicago,IL,US,60622,High School,,2008-06-01 00:00:00,5,5.0,Yes,Yes,2,
378334,Lake Zurich,IL,US,60047,Bachelor's,Marketing,2012-05-01 00:00:00,4,4.0,,No,0,23.0
378473,Naperville,IL,US,60565,Associate's,,1992-01-01 00:00:00,8,19.0,Yes,No,0,
385850,Mount Prospect,IL,US,60056,Associate's,Hospitality Management,,5,3.0,Yes,No,0,17.0
386122,Chicago,IL,US,60646,Master's,,,7,16.0,No,No,0,
389139,Braidwood,IL,US,60408,High School,Not Applicable,2000-01-01 00:00:00,5,11.0,No,No,0,0.0
389217,Matteson,IL,US,60443,Associate's,,,5,9.0,No,Yes,10,
389962,Chicago,IL,US,60612,PhD,magna,,2,8.0,Yes,No,0,0.0
390096,Evanston,IL,US,60202,,Medical Administrative,2010-12-01 00:00:00,4,10.0,Yes,No,0,30.0
391761,Western Springs,IL,US,60558,Bachelor's,Political Science,,10,39.0,Yes,Yes,25,98.0
394613,Chicago,IL,US,60641,High School,,,2,11.0,Yes,No,0,
395271,Chicago,IL,US,60653,Bachelor's,Education,1998-01-01 00:00:00,3,10.0,No,No,0,131.0
395528,Naperville,IL,US,60564,High School,Not Applicable,2005-06-01 00:00:00,4,9.0,Yes,No,0,0.0
397337,Chicago,IL,US,60637,,,,0,,No,No,0,
400401,Streamwood,IL,US,60107,High School,Not Applicable,1992-01-01 00:00:00,4,20.0,Yes,No,0,0.0
400544,Chicago,IL,US,60607,Bachelor's,History,2012-05-01 00:00:00,9,3.0,,No,0,0.0
400576,Plainfield,IL,US,60586,,,,1,4.0,,No,0,
400609,McHenry,IL,US,60050,Master's,,,6,17.0,No,No,0,
401046,Chicago,IL,US,60624,Bachelor's,,2012-04-01 00:00:00,5,9.0,No,No,0,
402196,Chicago,IL,US,60644,Bachelor's,,1989-01-01 00:00:00,3,8.0,No,No,0,
402604,Chicago,IL,US,60610,High School,Not Applicable,2011-01-01 00:00:00,4,3.0,No,No,0,0.0
402833,Chicago,IL,US,60625,High School,Not Applicable,1993-01-01 00:00:00,7,11.0,No,No,0,0.0
404835,Lisle,IL,US,60532,High School,,1972-05-01 00:00:00,3,34.0,No,No,0,
405415,Tinley Park,IL,US,60477,,,,3,37.0,No,No,0,
406951,Westchester,IL,US,60154,Bachelor's,Business Administration,,3,12.0,No,No,0,80.0
406973,Skokie,IL,US,60077,Bachelor's,,,5,4.0,Yes,No,0,
406993,Oak Forest,IL,US,60452,Bachelor's,Management Information Systems,2012-03-01 00:00:00,5,5.0,Yes,No,0,134.0
412946,Bellwood,IL,US,60104,,pest and chemical,2011-01-01 00:00:00,3,19.0,No,Yes,8,10.0
414054,Chicago,IL,US,60601,Bachelor's,Organizational Leadership,,5,21.0,,No,0,76.0
414169,Schaumburg,IL,US,60193,High School,Not Applicable,2003-09-01 00:00:00,3,5.0,Yes,No,0,0.0
414386,Champaign,IL,US,61821,High School,Not Applicable,2007-05-01 00:00:00,3,5.0,Yes,No,0,0.0
415325,Chicago,IL,US,60618,,,,3,7.0,Yes,No,0,
416114,Springfield,IL,US,62703,High School,na,,4,10.0,No,Yes,368,0.0
416695,Chicago,IL,US,60614,Master's,,2012-03-01 00:00:00,6,12.0,Yes,Yes,50,
417078,Chicago,IL,US,60655,High School,Not Applicable,2008-05-01 00:00:00,3,6.0,Yes,No,0,0.0
419484,Markham,IL,US,60428,High School,Not Applicable,,2,20.0,Yes,No,0,0.0
420257,Peoria,IL,US,61605,,,,9,6.0,,No,0,
422160,South Holland,IL,US,60473,,,,2,4.0,,No,0,
427813,Saint Charles,IL,US,60175,Bachelor's,Accountancy,2012-05-01 00:00:00,2,5.0,Yes,No,0,0.0
428747,Waukegan,IL,US,60087,Master's,General Business,1976-01-01 00:00:00,9,41.0,Yes,Yes,3,35.0
429324,Bolingbrook,IL,US,60440,,,,0,,,No,0,
432215,Groveland,IL,US,61535,Bachelor's,"Nursing/Registered Nurse (RN, ASN, BSN, MSN)",2010-01-01 00:00:00,2,22.0,No,No,0,39.0
433092,Schaumburg,IL,US,60194,,general studies,2012-04-01 00:00:00,3,8.0,Yes,Yes,6,117.0
434352,Chicago,IL,US,60616,Bachelor's,,2011-05-01 00:00:00,4,11.0,Yes,No,0,
439237,Lake in the Hills,IL,US,60156,,,1999-01-01 00:00:00,3,12.0,No,No,0,
440453,Ashland,IL,US,62612,High School,Not Applicable,1997-01-01 00:00:00,3,10.0,No,No,0,0.0
440980,Naperville,IL,US,60567,Bachelor's,Accounting,2012-05-01 00:00:00,5,5.0,No,No,0,44.0
442015,Plainfield,IL,US,60586,Bachelor's,E-Commerce,2010-04-01 00:00:00,8,9.0,No,No,0,0.0
444236,Lovington,IL,US,61937,High School,Not Applicable,2006-01-01 00:00:00,4,2.0,,No,0,0.0
446172,Chicago,IL,US,60637,High School,Not Applicable,,4,5.0,No,No,0,0.0
446515,Chicago,IL,US,60644,,Music Studies,2011-06-01 00:00:00,2,4.0,Yes,No,0,117.0
447722,Chicago,IL,US,60618,Bachelor's,Networking,,5,5.0,No,Yes,2,0.0
447929,Chicago,IL,US,60646,,Computer Science,,5,17.0,Yes,No,0,98.0
448819,Chicago,IL,US,60651,,Business Finance Management,2010-11-01 00:00:00,6,6.0,Yes,No,0,79.0
449310,Joliet,IL,US,60435,High School,Not Applicable,2007-01-01 00:00:00,5,5.0,Yes,No,0,0.0
450073,Elwood,IL,US,60421,Bachelor's,"Mathematics, General",2014-05-01 00:00:00,2,2.0,No,No,0,35.0
452754,Harvey,IL,US,60426,High School,Not Applicable,1980-06-01 00:00:00,2,9.0,No,No,0,0.0
454900,Lombard,IL,US,60148,Bachelor's,Spanish,2012-05-01 00:00:00,6,7.0,Yes,No,0,0.0
456792,Chicago Heights,IL,US,60411,Associate's,,,4,22.0,,No,0,
457105,Springfield,IL,US,62707,Bachelor's,Arts & Humanities,2008-12-01 00:00:00,6,8.0,,No,0,111.0
464627,Peoria,IL,US,61614,High School,Not Applicable,,4,37.0,Yes,No,0,0.0
465505,Tinley Park,IL,US,60477,Bachelor's,Chemical Engineering,2012-05-01 00:00:00,3,4.0,Yes,Yes,4,170.0
465690,Oswego,IL,US,60543,High School,Not Applicable,1983-01-01 00:00:00,6,25.0,,No,0,0.0
466366,Normal,IL,US,61761,Associate's,Cable TV Engineering,,6,33.0,Yes,No,0,170.0
466836,Highland,IL,US,62249,Bachelor's,Marketing,2011-05-01 00:00:00,5,7.0,Yes,No,0,23.0
468619,Elmwood Park,IL,US,60707,Bachelor's,Mathematics,2011-12-01 00:00:00,2,3.0,No,No,0,0.0
470891,Edwardsville,IL,US,62025,Master's,,,4,3.0,No,No,0,
473100,East Saint Louis,IL,US,62203,,Business Administration,1990-01-01 00:00:00,6,25.0,Yes,No,0,80.0
474338,Woodstock,IL,US,60098,Associate's,,2007-05-01 00:00:00,3,3.0,No,No,0,
474355,Palatine,IL,US,60067,,"Marketing, Psychology and Paralegal",,4,21.0,Yes,Yes,10,23.0
474922,Bartlett,IL,US,60103,Bachelor's,English and Education,2005-01-01 00:00:00,9,9.0,No,No,0,131.0
477483,Chicago,IL,US,60603,Bachelor's,,2005-06-01 00:00:00,4,14.0,No,No,0,
480337,Pocahontas,IL,US,62275,Bachelor's,Sports and Recreation Management,2006-05-01 00:00:00,9,12.0,,No,0,17.0
481416,Chicago,IL,US,60651,,Business Law,1998-01-01 00:00:00,3,10.0,Yes,No,0,21.0
483016,Glendale Heights,IL,US,60139,Bachelor's,,2012-05-01 00:00:00,2,7.0,Yes,No,0,
483950,Crete,IL,US,60417,Bachelor's,General Studies,2000-01-01 00:00:00,7,12.0,Yes,No,0,117.0
484272,Riverdale,IL,US,60827,Bachelor's,Electronic Engineering,2006-06-01 00:00:00,4,14.0,Yes,No,0,170.0
486557,Park Forest,IL,US,60466,,,1972-05-01 00:00:00,1,15.0,No,No,0,
487084,Elgin,IL,US,60120,Vocational,"Boiler Operations, HVAC Repairs & Controllers, Maintenance Engineering",1996-05-01 00:00:00,5,34.0,No,Yes,10,170.0
487086,Hampshire,IL,US,60140,Associate's,Professional Nursing,2000-05-01 00:00:00,4,15.0,Yes,No,0,143.0
491141,Chicago,IL,US,60619,,"Music, General",,2,5.0,,No,0,35.0
493004,Chicago,IL,US,60622,Bachelor's,Liberal Arts,1986-01-01 00:00:00,3,16.0,Yes,No,0,111.0
493897,Riverdale,IL,US,60827,High School,word processing,2002-06-01 00:00:00,4,7.0,No,Yes,6,162.0
494077,Park Forest,IL,US,60466,Associate's,Information Technology/ IT Support,2011-06-01 00:00:00,3,11.0,No,No,0,134.0
495586,Barstow,IL,US,61236,,,2001-05-01 00:00:00,3,9.0,Yes,No,0,
496693,Harvard,IL,US,60033,High School,,2009-06-01 00:00:00,4,3.0,Yes,No,0,
498085,Chicago,IL,US,60652,High School,Not Applicable,,3,12.0,,No,0,0.0
500649,Chicago,IL,US,60640,,Management,,2,14.0,No,No,0,17.0
501521,Calumet City,IL,US,60409,Bachelor's,,2007-12-01 00:00:00,2,7.0,No,No,0,
501568,Aurora,IL,US,60505,,,,4,5.0,Yes,No,0,
502212,Chicago,IL,US,60601,Bachelor's,word processing,1984-01-01 00:00:00,4,24.0,No,No,0,162.0
503151,Chicago,IL,US,60616,Master's,Biological Science,2010-08-01 00:00:00,5,6.0,Yes,No,0,98.0
505333,Chicago,IL,US,60622,High School,Not Applicable,,2,4.0,No,No,0,0.0
506122,Chicago,IL,US,60616,Associate's,Applied Science Accounting,2007-01-01 00:00:00,2,12.0,Yes,No,0,98.0
506173,Chicago,IL,US,60617,,,,1,6.0,No,No,0,
506478,Evanston,IL,US,60202,,,,6,7.0,Yes,No,0,
507377,Chicago,IL,US,60706,,,,6,16.0,Yes,No,0,
507959,Crystal Lake,IL,US,60014,,,,0,,No,No,0,
508764,Chicago,IL,US,60618,,,,4,13.0,No,Yes,25,
509905,Joliet,IL,US,60432,High School,Not Applicable,,2,9.0,Yes,No,0,0.0
509909,Crystal Lake,IL,US,60012,Bachelor's,Communication Studies,,8,17.0,Yes,Yes,15,194.0
511463,Peoria,IL,US,61604,High School,Not Applicable,1992-01-01 00:00:00,4,13.0,Yes,No,0,0.0
512135,Chicago,IL,US,60628,High School,Graphic Communications,2004-06-01 00:00:00,4,8.0,,No,0,124.0
512509,Joliet,IL,US,60432,,,,5,32.0,Yes,No,0,
513299,Glenview,IL,US,60025,Bachelor's,Computer Science,1998-01-01 00:00:00,3,12.0,,No,0,98.0
516755,Chicago,IL,US,60617,Associate's,Liberal Arts and Sciences/Liberal Studies,2011-05-01 00:00:00,4,4.0,Yes,No,0,111.0
521482,Naperville,IL,US,60565,Master's,Reading and Literacy,2004-06-01 00:00:00,7,12.0,Yes,Yes,65,0.0
523451,Chicago,IL,US,60620,,Computer Science,,0,,No,No,0,98.0
524778,Chicago,IL,US,60644,Bachelor's,Medical Administrative Assisting,2011-01-01 00:00:00,1,1.0,Yes,Yes,3,30.0
526219,Schaumburg,IL,US,60194,High School,College/University Prep,2002-06-01 00:00:00,3,5.0,Yes,No,0,85.0
526760,Chicago Ridge,IL,US,60415,,,,0,,,No,0,
527846,Highland,IL,US,62249,High School,Not Applicable,1997-05-01 00:00:00,4,15.0,Yes,No,0,0.0
527859,Chicago,IL,US,60618,Bachelor's,Marketing,2011-12-01 00:00:00,4,13.0,Yes,No,0,23.0
528510,Chicago,IL,US,60649,Bachelor's,RECENT CAREER HISTORY,2010-01-01 00:00:00,2,6.0,Yes,No,0,42.0
532540,Elgin,IL,US,60123,Associate's,Business Data Processing,,5,19.0,Yes,No,0,162.0
533873,Crest Hill,IL,US,60403,,,,4,17.0,No,No,0,
534274,South Holland,IL,US,60473,Master's,"Business Administration, Management and Operations, Other",2012-04-01 00:00:00,5,38.0,No,No,0,80.0
536386,Chicago,IL,US,60609,Bachelor's,Journalism and Media Studies,2013-01-01 00:00:00,3,1.0,No,Yes,4,117.0
539008,Chicago,IL,US,60639,Bachelor's,Liberal Arts and Sciences,2011-01-01 00:00:00,2,5.0,,No,0,111.0
541265,Chicago,IL,US,60642,,Radio & Television Broadcasting,2011-05-01 00:00:00,5,12.0,Yes,Yes,6,0.0
541600,Chicago,IL,US,60637,Bachelor's,Business Management & Administration,2014-05-01 00:00:00,3,11.0,No,Yes,2,80.0
544035,Grayslake,IL,US,60030,,Human Services,2012-04-01 00:00:00,5,7.0,Yes,Yes,4,42.0
544179,Chicago,IL,US,60615,Bachelor's,Criminal Justice/Law Enforcement Administration,2012-05-01 00:00:00,3,6.0,Yes,Yes,10,111.0
545686,Chicago,IL,US,60619,Bachelor's,,2006-05-01 00:00:00,3,5.0,No,No,0,
546679,Orland Park,IL,US,60462,,Medical/Clinical Assistant,2012-05-01 00:00:00,4,4.0,No,No,0,99.0
547565,Gardner,IL,US,60424,High School,Not Applicable,2009-01-01 00:00:00,1,0.0,Yes,No,0,0.0
549717,Seneca,IL,US,61360,Associate's,Medical,2012-10-01 00:00:00,3,10.0,No,Yes,6,30.0
550123,Marion,IL,US,62959,Bachelor's,Psychology,2006-12-01 00:00:00,4,11.0,No,No,0,173.0
550952,Belleville,IL,US,62223,,,,3,32.0,,No,0,
554963,Collinsville,IL,US,62234,Bachelor's,Sociology,2010-01-01 00:00:00,10,14.0,Yes,No,0,0.0
556378,Maywood,IL,US,60153,Master's,Metallurgy Lab/Air Craft Quality Technician,2012-04-01 00:00:00,1,1.0,,No,0,137.0
556609,Rockford,IL,US,61114,,Computer Programming,,6,112.0,No,No,0,110.0
559723,Chicago,IL,US,60657,Bachelor's,Human Resource Management and Sport Management,2012-05-01 00:00:00,6,4.0,Yes,No,0,187.0
562150,University Park,IL,US,60484,Bachelor's,Sociology,2003-12-01 00:00:00,4,4.0,No,Yes,100,0.0
562189,Orland Park,IL,US,60462,High School,Not Applicable,1991-01-01 00:00:00,4,16.0,No,No,0,0.0
563052,Chicago,IL,US,60630,Bachelor's,Information and Decision Sciences and Marketing,,6,13.0,Yes,No,0,134.0
563274,Blue Island,IL,US,60406,Bachelor's,Science Geography,2003-01-01 00:00:00,4,7.0,Yes,No,0,98.0
563584,Naperville,IL,US,60540,Bachelor's,Organizational Communication,2011-06-01 00:00:00,9,8.0,Yes,No,0,194.0
564042,Columbia,IL,US,62236,,....Business and General Studies,,6,23.0,No,No,0,117.0
565455,Poplar Grove,IL,US,61065,,,,7,25.0,Yes,No,0,
566811,Plainfield,IL,US,60544,Bachelor's,Electronic Engineering Technology,1990-01-01 00:00:00,8,33.0,Yes,No,0,128.0
568226,Lansing,IL,US,60438,Bachelor's,Information Technology,2011-01-01 00:00:00,6,20.0,Yes,No,0,134.0
569833,Litchfield,IL,US,62056,Bachelor's,"Animal Science, 2nd Major Psychology",2011-05-01 00:00:00,3,3.0,,No,0,98.0
570247,Mount Prospect,IL,US,60056,,Computer Networking,2001-01-01 00:00:00,3,9.0,Yes,No,0,110.0
571909,Chicago,IL,US,60620,,,,1,0.0,,No,0,
572110,Rockford,IL,US,61104,High School,HS Diploma,2008-05-01 00:00:00,3,4.0,Yes,No,0,0.0
574750,Sauk Village,IL,US,60411,High School,Not Applicable,1988-06-01 00:00:00,8,10.0,No,No,0,0.0
576363,Chicago,IL,US,60626,Bachelor's,Accounting,,4,13.0,Yes,No,0,44.0
576494,Broadview,IL,US,60155,,,2007-01-01 00:00:00,4,17.0,No,No,0,
577555,Winnetka,IL,US,60093,Master's,,1991-01-01 00:00:00,1,0.0,Yes,No,0,
579565,Dolton,IL,US,60419,High School,,2005-10-01 00:00:00,4,11.0,Yes,Yes,25,
579573,Naperville,IL,US,60564,Bachelor's,Engineering,1989-01-01 00:00:00,10,22.0,No,No,0,170.0
580978,Schaumburg,IL,US,60193,Bachelor's,Advertising Design,2008-09-01 00:00:00,3,5.0,,No,0,81.0
581925,Bolingbrook,IL,US,60440,High School,Not Applicable,2006-01-01 00:00:00,4,6.0,No,No,0,0.0
582564,Ridge Farm,IL,US,61870,,,,2,9.0,No,No,0,
584849,Chicago,IL,US,60607,Bachelor's,Civil Engineering,1994-12-01 00:00:00,3,18.0,Yes,No,0,170.0
585749,O Fallon,IL,US,62269,High School,Liberal Arts,2014-05-01 00:00:00,2,7.0,No,Yes,70,111.0
588023,Jacksonville,IL,US,62650,Bachelor's,Paralegal Studies,2005-01-01 00:00:00,4,19.0,Yes,Yes,8,117.0
588264,Algonquin,IL,US,60102,Associate's,,,4,5.0,Yes,No,0,
589384,Oak Park,IL,US,60304,Master's,International Business & Marketing,2005-01-01 00:00:00,6,17.0,Yes,No,0,191.0
590301,Peoria,IL,US,61604,,,,3,11.0,Yes,No,0,
590382,Chicago,IL,US,60617,Bachelor's,Business Administration/Project Management,,3,15.0,No,Yes,15,80.0
593337,Rockton,IL,US,61072,High School,Not Applicable,2009-06-01 00:00:00,4,4.0,Yes,No,0,0.0
594423,Wheeling,IL,US,60090,,,,6,10.0,No,No,0,
594643,Alsip,IL,US,60803,Bachelor's,Family and Child Studies,2011-05-01 00:00:00,4,8.0,No,No,0,117.0
594830,Rockford,IL,US,61108,Bachelor's,Communications,2010-01-01 00:00:00,5,6.0,Yes,No,0,124.0
595442,Chicago,IL,US,60617,Bachelor's,,,3,6.0,No,No,0,
596042,Chicago,IL,US,60623,Bachelor's,Nursing,2009-06-01 00:00:00,3,5.0,Yes,No,0,130.0
596726,South Beloit,IL,US,61080,,industrial,,4,9.0,Yes,No,0,173.0
596803,Chicago,IL,US,60634,,Hospitality Hotel And Travel,2014-04-01 00:00:00,3,15.0,Yes,Yes,25,174.0
597977,South Elgin,IL,US,60177,Master's,Accounting and Finance,2011-02-01 00:00:00,8,22.0,Yes,Yes,7,79.0
598139,Champaign,IL,US,61822,Bachelor's,Business,2009-05-01 00:00:00,4,16.0,No,No,0,21.0
599006,Berwyn,IL,US,60402,,,,3,3.0,Yes,No,0,
600183,Chicago,IL,US,60618,Bachelor's,Finance,2010-05-01 00:00:00,6,6.0,Yes,No,0,79.0
601277,Algonquin,IL,US,60102,High School,Not Applicable,,7,18.0,Yes,No,0,0.0
602078,Chicago,IL,US,60649,High School,Not Applicable,,4,6.0,No,No,0,0.0
603567,Hoffman Estates,IL,US,60169,Bachelor's,Marketing,,9,4.0,Yes,No,0,23.0
604244,Naperville,IL,US,60540,Master's,Finance,,2,27.0,Yes,Yes,10,79.0
605576,Rockford,IL,US,61103,Master's,,2011-01-01 00:00:00,3,15.0,Yes,No,0,
605716,Bloomington,IL,US,61704,Associate's,Applied Science Maintenance Technology,2012-05-01 00:00:00,3,11.0,No,No,0,98.0
606154,Waukegan,IL,US,60085,Bachelor's,Economics,2006-01-01 00:00:00,5,5.0,Yes,No,0,0.0
607621,Lake Zurich,IL,US,60047,Bachelor's,Food and Beverage Management,2009-05-01 00:00:00,3,5.0,Yes,No,0,193.0
608113,Wauconda,IL,US,60084,,,,2,12.0,Yes,Yes,15,
609753,Park Forest,IL,US,60466,High School,,,3,10.0,Yes,Yes,3,
612890,Chicago,IL,US,60621,,Psychology,2005-06-01 00:00:00,4,7.0,No,Yes,22,173.0
614898,Chicago,IL,US,60647,Bachelor's,Mechanical Engineering,2002-01-01 00:00:00,3,10.0,Yes,Yes,18,148.0
616663,Joliet,IL,US,60431,Bachelor's,Criminal Justice,1991-05-01 00:00:00,4,18.0,Yes,No,0,111.0
617998,Joliet,IL,US,60435,Associate's,Business,1993-05-01 00:00:00,10,28.0,,No,0,21.0
618648,Aroma Park,IL,US,60910,High School,,2003-01-01 00:00:00,3,1.0,No,No,0,
619543,Evergreen Park,IL,US,60805,Bachelor's,Accounting,2011-12-01 00:00:00,4,8.0,,No,0,44.0
619767,Saint Charles,IL,US,60174,Associate's,Computer Science,2014-01-01 00:00:00,2,8.0,Yes,No,0,98.0
620544,Chicago,IL,US,60612,,,,5,15.0,No,No,0,
623612,Chicago,IL,US,60620,,Food Service Sanitation Management,1995-01-01 00:00:00,8,25.0,No,No,0,193.0
623765,Morris,IL,US,60450,High School,Not Applicable,2007-05-01 00:00:00,4,1.0,Yes,No,0,0.0
630205,Collinsville,IL,US,62234,Bachelor's,Criminal Justice,2008-08-01 00:00:00,1,6.0,,No,0,111.0
632268,Cary,IL,US,60013,Associate's,,2012-02-01 00:00:00,4,4.0,No,No,0,
632463,Frankfort,IL,US,60423,High School,Not Applicable,2009-01-01 00:00:00,1,1.0,No,No,0,0.0
633547,Bloomington,IL,US,61704,Bachelor's,Interior and Environmental Design,2012-05-01 00:00:00,3,6.0,No,No,0,81.0
633868,Granite City,IL,US,62040,Bachelor's,Information Systems Security o,2010-06-01 00:00:00,4,7.0,No,No,0,134.0
633902,Belleville,IL,US,62221,,,1994-01-01 00:00:00,9,23.0,Yes,No,0,
635393,Oak Forest,IL,US,60452,High School,Not Applicable,1992-01-01 00:00:00,4,16.0,No,No,0,0.0
637628,Wood Dale,IL,US,60191,Bachelor's,Electrical Engineering & Technology,,3,23.0,,No,0,179.0
638542,Springfield,IL,US,62704,,art/design,,3,17.0,Yes,No,0,81.0
638750,Chicago,IL,US,60629,,,2012-05-01 00:00:00,3,7.0,No,No,0,
639109,Summit Argo,IL,US,60501,Associate's,,,5,7.0,Yes,No,0,
639137,Chicago,IL,US,60632,Associate's,Paralegal Studies,2007-03-01 00:00:00,2,11.0,No,No,0,117.0
